chr4	986997	1004564	IDUA	0.429595296	Ensembl	ENSG00000127415	0.556111111	0.004777562
chr11	70203296	70207390	FADD	0.429007339	Ensembl	ENSG00000168040	0.55535	0.019528989
chr17	34319435	34321402	CCL8	0.426728467	Ensembl	ENSG00000108700	0.5524	0.014732245
chr5	146338839	146341728	POU4F3	0.422556972	Ensembl	ENSG00000091010	0.547	0.013100346
chrY	20756108	20781032	RPS4Y2	0.421127849	Ensembl	ENSG00000280969	0.54515	0.000729714
chr3	156539553	156555149	SSR3	0.419509893	Ensembl	ENSG00000114850	0.543055556	0.009806049
chr1	32013868	32060850	KHDRBS1	0.419209476	Ensembl	ENSG00000121774	0.542666667	0.011992923
chrY	5000226	5742224	PCDH11Y	0.418694477	Ensembl	ENSG00000099715	0.542	0.009532579
chr2	18486540	18497225	RBBP9	0.416763229	Ensembl	ENSG00000089050	0.5395	0.010148894
chr4	20728606	21948772	KCNIP4	0.415346981	Ensembl	ENSG00000185774	0.537666667	0.058021594
chr18	59430939	59697662	CCBE1	0.414188233	Ensembl	ENSG00000183287	0.536166667	0.049317929
chr3	185190624	185281990	EHHADH	0.413029484	Ensembl	ENSG00000113790	0.534666667	0.001440881
chr2	142590	145751	DEFB126	0.412428651	Ensembl	ENSG00000125788	0.533888889	0.001626129
chrY	9466955	9469749	TSPY1	0.41232136	Ensembl	ENSG00000258992	0.53375	0.055962179
chr19	11814273	11835216	ZNF440	0.41178061	Ensembl	ENSG00000171295	0.53305	0.060310946
chr21	30590105	30590397	KRTAP22-2	0.411079843	Ensembl	ENSG00000206106	0.532142857	0.013403615
chrX	138614727	139222777	FGF13	0.410892236	Ensembl	ENSG00000129682	0.5319	0.004134929
chrY	6246223	6249019	TSPY2	0.409939488	Ensembl	ENSG00000168757	0.530666667	0.009791669
chr6	25726777	25727345	HIST1H2BA	0.409849363	synonym found: H2BC1	ENSG00000146047	0.53055	0.027126493
chr1	196651754	196752476	CFH	0.409424488	Ensembl	ENSG00000000971	0.53	0.013319594
chr17	82735615	82751196	FN3K	0.408748552	Ensembl	ENSG00000167363	0.529125	0.045063011
chrX	23701055	23766475	ACOT9	0.408541632	Ensembl	ENSG00000123130	0.528857143	0.077832468
chr7	38178245	38230670	STARD3NL	0.407536158	Ensembl	ENSG00000010270	0.527555556	0.030973349
chr19	7958573	8005659	ELAVL1	0.407377366	Ensembl	ENSG00000066044	0.52735	0.013033167
chr17	74541073	74546115	CD300C	0.406431054	Ensembl	ENSG00000167850	0.526125	0.004025857
chr19	49067397	49072699	KCNA7	0.406076993	Ensembl	ENSG00000104848	0.525666667	0.016701291
chr2	346782	359660	NRSN2	0.405252993	Ensembl	ENSG00000125841	0.5246	0.112289001
chrY	2786855	2787682	SRY	0.403630745	Ensembl	ENSG00000184895	0.5225	0.007871563
chrCHR_HSCHR22_1_CTG7	24033952	24042493	GSTT1	0.403201579	Ensembl	ENSG00000277656	0.521944444	0.011654102
chr1	43389882	43454247	SZT2	0.402954809	Ensembl	ENSG00000198198	0.521625	0.043815664
chr19	37007857	37130368	ZNF420	0.402356122	Ensembl	ENSG00000197050	0.52085	0.00119724
chr3	179323031	179338583	ZNF639	0.401042874	Ensembl	ENSG00000121864	0.51915	0.075721098
chr1	1203508	1206592	TNFRSF18	0.399729625	Ensembl	ENSG00000186891	0.51745	0.000878043
chr2	222671658	222709930	MOGAT1	0.399038668	Ensembl	ENSG00000124003	0.516555556	0.024663729
chrX	101550547	101554700	ARMCX1	0.397922836	Ensembl	ENSG00000126947	0.515111111	0.065309202
chrX	133535745	133987100	GPC3	0.397643878	Ensembl	ENSG00000147257	0.51475	0.004950757
chr1	112283400	112305038	TECTB	0.397499034	Ensembl	ENSG00000119913	0.5145625	0.041169504
chr13	112067149	112071706	SOX1	0.397025879	Ensembl	ENSG00000182968	0.51395	0.020420999
chr4	100395341	100880126	EMCN	0.395862838	Ensembl	ENSG00000164035	0.512444444	0.1682586
chr4	979073	993440	SLC26A1	0.395219089	Ensembl	ENSG00000145217	0.511611111	0.020003051
chrY	25622117	25624902	CDY1	0.394708382	Ensembl	ENSG00000172288	0.51095	0.000517802
chrY	24045229	24048019	CDY1B	0.394708382	Ensembl	ENSG00000172352	0.51095	0.000517802
chr4	15681662	15690447	FAM200B	0.393974508	Ensembl	ENSG00000237765	0.51	0.020138456
chr11	6318946	6320532	PRKCDBP	0.393153727	synonym found: CAVIN3	ENSG00000170955	0.5089375	0.070120902
chr2	19351485	19358623	OSR1	0.393073258	Ensembl	ENSG00000143867	0.508833333	0.077148458
chr6	32288526	32371907	C6orf10	0.392738509	synonym found: TSBP1	ENSG00000204296	0.5084	0.000687012
chr19	15640897	15662825	CYP4F3	0.391154886	Ensembl	ENSG00000186529	0.50635	0.019241782
chr3	120684938	120742993	RABL3	0.390652762	Ensembl	ENSG00000144840	0.5057	0.055985086
chrY	13703899	13706024	TMSB4Y	0.390240762	Ensembl	ENSG00000154620	0.505166667	0.012213897
chr8	23190452	23225102	TNFRSF10A	0.388738681	Ensembl	ENSG00000104689	0.503222222	0.138406734
chr2	240435663	240468076	GPC1	0.388524097	Ensembl	ENSG00000063660	0.502944444	0.038375704
chr1	150926263	150964744	SETDB1	0.38806489	Ensembl	ENSG00000143379	0.50235	0.002042499
chr16	72054505	72061055	HP	0.387215141	Ensembl	ENSG00000257017	0.50125	0.04698971
chr4	141636583	141733987	IL15	0.385090769	Ensembl	ENSG00000164136	0.4985	0.013026951
chr7	143620952	143730410	FAM115C	0.384356895	synonym found: TCAF2	ENSG00000170379	0.49755	0.08846125
chr1	163244505	163321894	RGS5	0.382429939	Ensembl	ENSG00000232995	0.495055556	0.012049961
chr19	52702813	52735073	ZNF611	0.382155272	Ensembl	ENSG00000213020	0.4947	0.010077771
chr16	82035004	82098534	HSD17B2	0.382000772	Ensembl	ENSG00000086696	0.4945	0.050565924
chr1	95711779	95877266	ENTPD1	0.381807648	Ensembl	ENSG00000138185	0.49425	0.030211466
chr11	65883740	65888531	FIBP	0.381786189	Ensembl	ENSG00000172500	0.494222222	0.24014845
chrX	115003975	115019977	IL13RA2	0.380803399	Ensembl	ENSG00000123496	0.49295	0.015513616
chr5	141408021	141512975	PCDHGB6	0.380407493	Ensembl	ENSG00000253305	0.4924375	0.196317172
chr7	31687215	31708455	PPP1R17	0.3801854	Ensembl	ENSG00000106341	0.49215	0.037798054
chr19	9363013	9382617	ZNF177	0.380069525	Ensembl	ENSG00000188629	0.492	0.047605194
chr1	192316992	192367285	RGS21	0.380014346	Ensembl	ENSG00000253148	0.491928571	0.041165134
chr4	174636920	174829247	GLRA3	0.378867859	Ensembl	ENSG00000145451	0.490444444	0.052884114
chrY	22973819	23005465	BPY2	0.378717652	Ensembl	ENSG00000183753	0.49025	0.008733112
chrY	24607560	24639207	BPY2B	0.378717652	Ensembl	ENSG00000183795	0.49025	0.008733112
chrY	25030901	25062548	BPY2C	0.378717652	Ensembl	ENSG00000185894	0.49025	0.008733112
chrX	117897813	118117340	KLHL13	0.376631904	Ensembl	ENSG00000003096	0.48755	0.127994612
chr6	108211222	108261246	SNX3	0.376121197	Ensembl	ENSG00000112335	0.486888889	0.043708119
chr1	116324448	116380029	CCDC172	0.37607828	Ensembl	ENSG00000182645	0.486833333	0.010178227
chr1	70597348	70602759	PRF1	0.375563281	Ensembl	ENSG00000180644	0.486166667	0.039904492
chrX	34627075	34657285	TMEM47	0.375395906	Ensembl	ENSG00000147027	0.48595	0.009508216
chr7	98252379	98310441	BRI3	0.374533282	Ensembl	ENSG00000164713	0.484833333	0.119472425
chr2	31465471	31476757	DEFB124	0.374121282	Ensembl	ENSG00000180383	0.4843	0.072931563
chr1	19303965	19312144	AKR7A2	0.373773658	Ensembl	ENSG00000053371	0.48385	0.038876547
chr14	67189393	67228550	FAM71D	0.373387408	synonym found: GARIN2	ENSG00000172717	0.48335	0.079852486
chr6	17281361	17293871	RBM24	0.373310158	Ensembl	ENSG00000112183	0.48325	0.005572254
chr6	1609915	1613897	FOXC1	0.372730784	Ensembl	ENSG00000054598	0.4825	0.0848332
chr11	105137714	105531697	CARD18	0.37184241	Ensembl	ENSG00000255501	0.48135	0.004045629
chr19	9324174	9382617	ZNF559-ZNF177	0.371726535	Ensembl	ENSG00000270011	0.4812	0.020138456
chr11	104994235	105023168	CASP5	0.370722287	Ensembl	ENSG00000137757	0.4799	0.054668476
chr11	104942866	104969366	CASP4	0.370529162	Ensembl	ENSG00000196954	0.47965	0.045109087
chr1	222815022	223005995	DISP1	0.370365006	Ensembl	ENSG00000154309	0.4794375	0.009532579
chr19	5805067	5828324	NRTN	0.36973735	Ensembl	ENSG00000171119	0.478625	0.065972277
chr11	62296281	62299075	SCGB1D4	0.369447663	Ensembl	ENSG00000197745	0.47825	0.045972511
chr12	96278261	96400480	CDK17	0.368984164	Ensembl	ENSG00000059758	0.47765	0.009848069
chr22	42835412	43015149	PACSIN2	0.36822454	Ensembl	ENSG00000100266	0.476666667	0.058799258
chr3	151733916	151761339	AADACL2	0.36809579	Ensembl	ENSG00000197953	0.4765	0.081737367
chr11	112063218	112074274	PIH1D2	0.36770954	Ensembl	ENSG00000150773	0.476	0.037329507
chr5	160249083	160345396	CCNJL	0.367151625	Ensembl	ENSG00000135083	0.475277778	0.008243745
chr18	5142911	5197503	C18orf42	0.367091541	synonym found: AKAIN1	ENSG00000231824	0.4752	0.037949153
chr13	43023203	43114213	DNAJC15	0.367065791	Ensembl	ENSG00000120675	0.475166667	0.008611579
chr1	35247025	35572669	CCNY	0.366048667	Ensembl	ENSG00000108100	0.47385	0.004430204
chrX	139530739	139563459	F9	0.365083044	Ensembl	ENSG00000101981	0.4726	0.034691847
chrX	145817829	145829856	SLITRK2	0.362859963	Ensembl	ENSG00000185985	0.469722222	0.089547387
chr2	57603846	57620576	ZBP1	0.36251663	Ensembl	ENSG00000124256	0.469277778	0.020003051
chr11	2295628	2303049	C11orf21	0.362495172	Ensembl	ENSG00000110665	0.46925	0.037329507
chr14	71320449	71741229	SIPA1L1	0.361384705	Ensembl	ENSG00000197555	0.4678125	0.062574285
chr2	227805739	227817564	CCL20	0.360718424	Ensembl	ENSG00000115009	0.46695	0.04308572
chr17	60392429	60431426	C17orf64	0.3603708	synonym found: CHCT1	ENSG00000141371	0.4665	0.11849726
chr21	39745183	39802081	IGSF5	0.359308613	Ensembl	ENSG00000183067	0.465125	0.069576062
chr11	124954121	125041489	CCDC15	0.359040385	Ensembl	ENSG00000149548	0.464777778	0.015180754
chrX	133300103	133415489	GPC4	0.358671302	Ensembl	ENSG00000076716	0.4643	0.076066916
chr19	20619939	20661596	ZNF626	0.357551178	Ensembl	ENSG00000188171	0.46285	0.01272955
chr12	2959330	3040676	TEAD4	0.35706622	Ensembl	ENSG00000197905	0.462222222	0.049457272
chr1	236518000	236552981	LGALS8	0.356894554	Ensembl	ENSG00000116977	0.462	0.138202071
chr9	86220265	86259657	C9orf153	0.355392473	Ensembl	ENSG00000187753	0.460055556	0.006922578
chr1	42430329	42456253	ZMYND12	0.355040556	Ensembl	ENSG00000066185	0.4596	0.010484115
chr3	178272932	178844429	KCNMB2	0.354577057	Ensembl	ENSG00000197584	0.459	0.105563367
chr5	157671533	157680158	C5orf52	0.353920433	Ensembl	ENSG00000187658	0.45815	0.014521993
chrX	50190777	50201007	AKAP4	0.353534183	Ensembl	ENSG00000147081	0.45765	0.087806025
chr21	31118416	31559977	TIAM1	0.353461225	Ensembl	ENSG00000156299	0.457555556	0.04318492
chr1	16436943	16513745	PTER	0.352731642	Ensembl	ENSG00000165983	0.456611111	0.100168687
chr19	51889235	51905040	ZNF649	0.352731642	Ensembl	ENSG00000198093	0.456611111	0.013026951
chr3	15667236	15859771	ANKRD28	0.352645809	Ensembl	ENSG00000206560	0.4565	0.045968796
chr4	100185870	100190782	DDIT4L	0.352491309	Ensembl	ENSG00000145358	0.4563	0.002548292
chr5	34998101	35048135	AGXT2	0.352414059	Ensembl	ENSG00000113492	0.4562	0.096343311
chrX	104250038	104254933	ESX1	0.352375435	Ensembl	ENSG00000123576	0.45615	0.010173691
chr6	166157656	166168700	T	0.352302477	synonym found: TBXT	ENSG00000164458	0.456055556	0.034868861
chr2	958452	1002311	RSPO4	0.351100811	Ensembl	ENSG00000101282	0.4545	0.073820624
chr19	52749942	52786807	ZNF600	0.350628728	Ensembl	ENSG00000189190	0.453888889	0.02502361
chrX	130202707	130268899	ZNF280C	0.350242479	Ensembl	ENSG00000056277	0.453388889	0.022488709
chrX	9725346	9786297	GPR143	0.349797219	Ensembl	ENSG00000101850	0.4528125	0.09238447
chr15	43599563	43618800	STRC	0.349710313	Ensembl	ENSG00000242866	0.4527	0.013734414
chr14	103940426	103942561	RD3L	0.349594438	Ensembl	ENSG00000227729	0.45255	0.010797982
chr18	77249848	77277900	GALR1	0.34902472	Ensembl	ENSG00000166573	0.4518125	0.031972705
chr2	31404845	31412838	DEFB121	0.348482898	Ensembl	ENSG00000204548	0.451111111	0.09306328
chr18	79797938	79900184	KCNG2	0.348397065	Ensembl	ENSG00000178342	0.451	0.134315025
chr11	63838928	63911020	MARK2	0.347796232	Ensembl	ENSG00000072518	0.450222222	0.028478774
chr19	57696275	57709204	ZNF154	0.346813441	Ensembl	ENSG00000179909	0.44895	0.042109524
chr15	56243971	56445997	TEX9	0.346543067	Ensembl	ENSG00000151575	0.4486	0.092327
chr7	23597382	23644708	CCDC126	0.345693318	Ensembl	ENSG00000169193	0.4475	0.049622161
chr1	224434660	224740554	CNIH3	0.345500193	Ensembl	ENSG00000143786	0.44725	0.033598678
chr3	158696892	158732489	RARRES1	0.345307068	Ensembl	ENSG00000118849	0.447	0.154358942
chr14	94104836	94116695	IFI27	0.344749153	Ensembl	ENSG00000165949	0.446277778	0.012049961
chr1	22643014	22648110	C1QC	0.344105403	Ensembl	ENSG00000159189	0.445444444	0.136592559
chr16	28591943	28597050	SULT1A2	0.344105403	Ensembl	ENSG00000197165	0.445444444	0.049215006
chrX	14873421	14922327	MOSPD2	0.343955195	Ensembl	ENSG00000130150	0.44525	0.070120902
chr11	19182030	19210571	CSRP3	0.34376207	Ensembl	ENSG00000129170	0.445	0.064174629
chr7	150625375	150632648	GIMAP6	0.343230977	Ensembl	ENSG00000133561	0.4443125	0.022100437
chrX	139726346	139945276	ATP11C	0.34294129	Ensembl	ENSG00000101974	0.4439375	0.016782635
chr12	8637346	8662888	MFAP5	0.342526072	Ensembl	ENSG00000197614	0.4434	0.047009263
chr14	91580696	91780707	CATSPERB	0.341869448	Ensembl	ENSG00000133962	0.44255	0.107700514
chr6	26045384	26045869	HIST1H3C	0.340371658	synonym found: H3C3	ENSG00000287080	0.440611111	0.143509444
chr11	132414977	133532501	OPCML	0.340044419	Ensembl	ENSG00000183715	0.4401875	0.031032786
chr9	91409045	91423832	NFIL3	0.3397837	Ensembl	ENSG00000165030	0.43985	0.23193767
chr11	17788048	18013047	SERGEF	0.339427492	Ensembl	ENSG00000129158	0.439388889	0.014003948
chr2	237966827	238042782	UBE2F	0.33895541	Ensembl	ENSG00000184182	0.438777778	0.011904343
chr7	95583499	95596516	PDK4	0.338161452	Ensembl	ENSG00000004799	0.43775	0.074251808
chr4	17841187	18021876	LCORL	0.337968328	Ensembl	ENSG00000178177	0.4375	0.026330636
chr5	122063195	122078413	LOX	0.337692435	Ensembl	ENSG00000113083	0.437142857	0.291252381
chr5	179110853	179345461	ADAMTS2	0.337410412	Ensembl	ENSG00000087116	0.436777778	0.207858715
chr3	186613060	186621318	AHSG	0.336886829	Ensembl	ENSG00000145192	0.4361	0.07660653
chrY	24763069	24813492	DAZ3	0.336637913	Ensembl	ENSG00000187191	0.435777778	0.212636511
chr4	39546336	39638902	SMIM14	0.336307455	Ensembl	ENSG00000163683	0.43535	0.208899658
chr13	103043998	103066417	SLC10A2	0.336230205	Ensembl	ENSG00000125255	0.43525	0.252269953
chrX	22032325	22494713	PHEX	0.336075705	Ensembl	ENSG00000102174	0.43505	0.029402119
chr18	74495816	74523454	CNDP2	0.3352163	Ensembl	ENSG00000133313	0.4339375	0.031674349
chrX	130379449	130385674	GPR119	0.335154224	Ensembl	ENSG00000147262	0.433857143	0.119085665
chr5	147585438	147782775	JAKMIP2	0.335099045	Ensembl	ENSG00000176049	0.433785714	0.2820446
chr5	170374671	170389634	KCNMB1	0.335007081	Ensembl	ENSG00000145936	0.433666667	0.042356134
chr2	12716910	12742734	TRIB2	0.334955581	Ensembl	ENSG00000071575	0.4336	0.020138456
chr12	64186316	64222296	C12orf66	0.334019999	synonym found: KICS2	ENSG00000174206	0.432388889	0.004629089
chrX	151734746	151745564	CNGA2	0.333590833	Ensembl	ENSG00000183862	0.431833333	0.020948076
chr17	212389	386254	RPH3AL	0.333526458	Ensembl	ENSG00000181031	0.43175	0.136592559
chrX	110673856	110795819	CHRDL1	0.333429896	Ensembl	ENSG00000101938	0.431625	0.066108741
chr9	126326829	126507041	MVB12B	0.332319428	Ensembl	ENSG00000196814	0.4301875	0.077832468
chrX	151563675	151676739	PASD1	0.332251835	Ensembl	ENSG00000166049	0.4301	0.077148458
chr19	53333749	53356906	ZNF845	0.331865585	Ensembl	ENSG00000213799	0.4296	0.041736022
chr4	176184579	176195585	SPATA4	0.331058753	Ensembl	ENSG00000150628	0.428555556	0.030073769
chr1	12892896	12898270	PRAMEF10	0.330972919	Ensembl	ENSG00000187545	0.428444444	0.353076758
chr6	162727132	163315500	PACRG	0.330706837	Ensembl	ENSG00000112530	0.4281	0.036376293
chr1	109687814	109709039	GSTM1	0.330706837	Ensembl	ENSG00000134184	0.4281	0.033008647
chr7	22419444	22727613	STEAP1B	0.330359212	Ensembl	ENSG00000105889	0.42765	0.092774561
chr14	88180103	88326907	KCNK10	0.330157504	Ensembl	ENSG00000100433	0.427388889	0.004950757
chr12	120687149	120701859	MLEC	0.330050212	Ensembl	ENSG00000110917	0.42725	0.121368361
chr1	5364966	5374692	UCN3	0.329432213	Ensembl	ENSG00000178473	0.42645	0.05190281
chr3	143119771	143124014	CHST2	0.329299172	Ensembl	ENSG00000175040	0.426277778	0.07996939
chr1	25362249	25430192	RHCE	0.329213339	Ensembl	ENSG00000188672	0.426166667	0.063786091
chr14	54423561	54441391	CNIH1	0.328852839	Ensembl	ENSG00000100528	0.4257	0.02259106
chr22	24181487	24189106	SUSD2	0.328408652	Ensembl	ENSG00000099994	0.425125	0.02710659
chr19	7763210	7769605	CLEC4M	0.328118965	Ensembl	ENSG00000104938	0.42475	0.00947632
chrX	52796144	52797427	SPANXN5	0.327732715	Ensembl	ENSG00000204363	0.42425	0.049085793
chr1	127135426	127196591	FAM196A	0.327594769	synonym found: INSYN2A	ENSG00000188916	0.424071429	0.115730807
chr2	3659248	3663399	GFRA4	0.327196258	Ensembl	ENSG00000125861	0.423555556	0.12454974
chr6	49960249	49964164	DEFB114	0.326895842	Ensembl	ENSG00000177684	0.423166667	0.032976807
chr12	63142759	63151201	AVPR1A	0.326423759	Ensembl	ENSG00000166148	0.422555556	0.290694745
chrY	2841602	2932000	RPS4Y1	0.326380842	Ensembl	ENSG00000129824	0.4225	0.055859565
chr7	151053815	151057897	CDK5	0.326380842	Ensembl	ENSG00000164885	0.4225	0.022488709
chr1	9997206	10016021	RBP7	0.326337925	Ensembl	ENSG00000162444	0.422444444	0.04944066
chr7	27128507	27130780	HOXA4	0.325773879	Ensembl	ENSG00000197576	0.421714286	0.240208178
chr4	87336515	87391188	HSD17B11	0.325453843	Ensembl	ENSG00000198189	0.4213	0.008636052
chr6	136922301	136925660	SLC35D3	0.325387629	Ensembl	ENSG00000182747	0.421214286	0.230855872
chr1	42380792	42424232	RIMKLA	0.325183469	Ensembl	ENSG00000177181	0.42095	0.043391614
chr6	28224886	28233487	ZSCAN9	0.324664178	Ensembl	ENSG00000137185	0.420277778	0.111371099
chr5	6633427	6674386	SRD5A1	0.324664178	Ensembl	ENSG00000145545	0.420277778	0.02889976
chr19	21397119	21427577	ZNF493	0.324604094	Ensembl	ENSG00000196268	0.4202	0.105563367
chr3	192796815	192917856	MB21D2	0.324604094	Ensembl	ENSG00000180611	0.4202	0.058404033
chr22	43110750	43129712	BIK	0.324604094	Ensembl	ENSG00000100290	0.4202	0.0038631
chr15	41621134	41773081	MGA	0.324578345	Ensembl	ENSG00000174197	0.420166667	0.511913063
chr5	1317752	1345099	CLPTM1L	0.324235011	Ensembl	ENSG00000049656	0.419722222	0.082871018
chr6	11102489	11111725	ERVFRD-1	0.324020428	Ensembl	ENSG00000244476	0.419444444	0.139465876
chrX	151716035	151723194	FATE1	0.323842631	Ensembl	ENSG00000147378	0.419214286	0.036763324
chr9	96313444	96383711	SLC35D2	0.323548345	Ensembl	ENSG00000130958	0.418833333	0.055371565
chr7	143222037	143223079	TAS2R40	0.323290846	Ensembl	ENSG00000221937	0.4185	0.035364283
chr7	90167590	90238137	STEAP2	0.323242565	Ensembl	ENSG00000157214	0.4184375	0.16437296
chr16	2235816	2238711	DNASE1L2	0.323076263	Ensembl	ENSG00000167968	0.418222222	0.045916592
chr11	71548420	71549608	KRTAP5-9	0.323033346	Ensembl	ENSG00000254997	0.418166667	0.215343429
chr6	24494867	24537207	ALDH5A1	0.322759753	Ensembl	ENSG00000112294	0.4178125	0.040688222
chr21	30289145	30289514	KRTAP25-1	0.322614909	Ensembl	ENSG00000232263	0.417625	0.025819676
chr13	61409685	61415849	PCDH20	0.322561264	Ensembl	ENSG00000280165	0.417555556	0.052917672
